,Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Probability,Representative_document
112,o policemen o police o police o police o o policemen why are you doing tamasha o you go to patemis nothing can happen bro why are you doing this bro it seems bjp people have done it,1,1_kejriwals_badhaga_lagar_bazar,"['kejriwals', 'badhaga', 'lagar', 'bazar', 'vajpane', 'corrupt', 'kaam', 'till', 'police', 'jail']","['bava saha banged kar sadeep this is the greatest of all he has created all the universe for them he is the author of all the universe he has kept the sacred thread of love of parleman so he has given me the opportunity to see me or in it all the mahapuris are here if they are the ultimate list of the account bill if you dig it you will dig it then it will be good they will not be able to fall down the tustanga of vedisgopa they will not be able to touch if vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega', 'even if you resign then you will restore the old pension then who has brought the pension as an employee in the last four years have you brought the permanent pension if you have been living without the old pension then you have been living as an employee now you have passed the law have crossed the line have retired pension there are three three pension old pension why did you bring the barbers pension if it is good good deen then adin should use his legs why should he use his legs if his legs are employees legs barbers pension is good his legs are employees the leger barber pension fetish is good his leg employees leger barber pension fetish is good his leg employees leger barber pension fetish is good his leg employees leger barber pension fetish is good his leg employees leger barber pension fetish is good is your leg employees leger barber pension fetish is good your leg employees leger barber pension fetish is good your leg employees leger barber pension fetish is good your leg employees lager barber pension fetish is good your leg is your lager barber pension fetish is good your lager barber pension fetish is good your lager barber pension fetish is good your lager barber fetish is good your lager barber fetish is good your lager barber fetish is good your lager barber fetish is good your lager barber fetish is good', 'today bjbs minister answered the questions and said yeh gatiya has done this only to the villagers who waddle the streets of sudakh see my friend this rana has got the guts for taking the money this is a bogus work this bogus ear has put a bogus up the child has not woken up bhitio bhadal kar to uswalo kar likar bogus kaam talve ye bogus kaan ne bogus baccha min nahan aap zaagar jo bhitiyo waddle gar to to uswale kar bogus kaam ne waddle up ye bogus kaam ne bogus kaam ne bogus kaam ne bogus kaam ne bogus bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work']",kejriwals - badhaga - lagar - bazar - vajpane - corrupt - kaam - till - police - jail,0.9627226591324253,False
113,remember today that today everyone talks about our backwardness and our weakness but i will tell you that all backwardness is one day all weakness is one day all rights are one day but after all these cadets we have a great strength and through this power we can finance the sea of this country and what is that power that strength is our power which we have to use we have not used our power so far,-1,-1_bjp_manipur_india_bajbaji,"['bjp', 'manipur', 'india', 'bajbaji', 'hai', 'bashad', 'bajpas', 'minister', 'rupees', 'delhi']","['it is good when will our minister give the tea patrice is spicy in unkar 1949 isnt it 1949 and his special statement is that if i move a bit then please take 1949 how much will i get i have licked you today after going on the wheel these years are full in fiftyfive years these years are full in fiftyfive years if you want to drink then when will you send it will people care about bjp you are a journalist you show the mirror to the news you show the mirror to the news if the minister says that gas comes out of the drain and by putting a gas pipe from the drain then you show the mirror to the news you show the mirror to the news you come to the end you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out', 'all the thieves will come to mahag admandan with them there are people whose integrity is dead inside them running this party working in the interest of the people is running a shop in bihar people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people', 'adrani arvimb khejriwal sahaan any other persons digri is a better confirmation of his education than a rasfidu of a girl as a lesson it is your behavior that makes you sexy your behavior is too much your behavior itself shows how sexy you are your body tells me tujfari whose teachings you question harshly it is you who worships his teachings in the light of your eyes now you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come']",bjp - manipur - india - bajbaji - hai - bashad - bajpas - minister - rupees - delhi,0.0,False
114,your governments plan is to spread the word to the government in irani kot i have done a lot of work so i ask you to give me your rate and when you do it i will teach you later on the government implemented it by bringing in the commandos later for many people it was not for many people,1,1_kejriwals_badhaga_lagar_bazar,"['kejriwals', 'badhaga', 'lagar', 'bazar', 'vajpane', 'corrupt', 'kaam', 'till', 'police', 'jail']","['bava saha banged kar sadeep this is the greatest of all he has created all the universe for them he is the author of all the universe he has kept the sacred thread of love of parleman so he has given me the opportunity to see me or in it all the mahapuris are here if they are the ultimate list of the account bill if you dig it you will dig it then it will be good they will not be able to fall down the tustanga of vedisgopa they will not be able to touch if vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega', 'even if you resign then you will restore the old pension then who has brought the pension as an employee in the last four years have you brought the permanent pension if you have been living without the old pension then you have been living as an employee now you have passed the law have crossed the line have retired pension there are three three pension old pension why did you bring the barbers pension if it is good good deen then adin should use his legs why should he use his legs if his legs are employees legs barbers pension is good his legs are employees the leger barber pension fetish is good his leg employees leger barber pension fetish is good his leg employees leger barber pension fetish is good his leg employees leger barber pension fetish is good his leg employees leger barber pension fetish is good is your leg employees leger barber pension fetish is good your leg employees leger barber pension fetish is good your leg employees leger barber pension fetish is good your leg employees lager barber pension fetish is good your leg is your lager barber pension fetish is good your lager barber pension fetish is good your lager barber pension fetish is good your lager barber fetish is good your lager barber fetish is good your lager barber fetish is good your lager barber fetish is good your lager barber fetish is good', 'today bjbs minister answered the questions and said yeh gatiya has done this only to the villagers who waddle the streets of sudakh see my friend this rana has got the guts for taking the money this is a bogus work this bogus ear has put a bogus up the child has not woken up bhitio bhadal kar to uswalo kar likar bogus kaam talve ye bogus kaan ne bogus baccha min nahan aap zaagar jo bhitiyo waddle gar to to uswale kar bogus kaam ne waddle up ye bogus kaam ne bogus kaam ne bogus kaam ne bogus kaam ne bogus bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work']",kejriwals - badhaga - lagar - bazar - vajpane - corrupt - kaam - till - police - jail,0.915620211463001,False
115,if i go to chana with badia i will never come back with a thud will you take this please tell me how to get it away,1,1_kejriwals_badhaga_lagar_bazar,"['kejriwals', 'badhaga', 'lagar', 'bazar', 'vajpane', 'corrupt', 'kaam', 'till', 'police', 'jail']","['bava saha banged kar sadeep this is the greatest of all he has created all the universe for them he is the author of all the universe he has kept the sacred thread of love of parleman so he has given me the opportunity to see me or in it all the mahapuris are here if they are the ultimate list of the account bill if you dig it you will dig it then it will be good they will not be able to fall down the tustanga of vedisgopa they will not be able to touch if vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega vega', 'even if you resign then you will restore the old pension then who has brought the pension as an employee in the last four years have you brought the permanent pension if you have been living without the old pension then you have been living as an employee now you have passed the law have crossed the line have retired pension there are three three pension old pension why did you bring the barbers pension if it is good good deen then adin should use his legs why should he use his legs if his legs are employees legs barbers pension is good his legs are employees the leger barber pension fetish is good his leg employees leger barber pension fetish is good his leg employees leger barber pension fetish is good his leg employees leger barber pension fetish is good his leg employees leger barber pension fetish is good is your leg employees leger barber pension fetish is good your leg employees leger barber pension fetish is good your leg employees leger barber pension fetish is good your leg employees lager barber pension fetish is good your leg is your lager barber pension fetish is good your lager barber pension fetish is good your lager barber pension fetish is good your lager barber fetish is good your lager barber fetish is good your lager barber fetish is good your lager barber fetish is good your lager barber fetish is good', 'today bjbs minister answered the questions and said yeh gatiya has done this only to the villagers who waddle the streets of sudakh see my friend this rana has got the guts for taking the money this is a bogus work this bogus ear has put a bogus up the child has not woken up bhitio bhadal kar to uswalo kar likar bogus kaam talve ye bogus kaan ne bogus baccha min nahan aap zaagar jo bhitiyo waddle gar to to uswale kar bogus kaam ne waddle up ye bogus kaam ne bogus kaam ne bogus kaam ne bogus kaam ne bogus bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work bogus work']",kejriwals - badhaga - lagar - bazar - vajpane - corrupt - kaam - till - police - jail,0.6800850562214144,False
116,there is no leader modi there is no one in front of me there is no one in the courtyard what is special one sa vuhagat kuch hai one hot ganay kari theeni gina gina ek teeni pushte ank bahilag ek logri aalwad aza se leleve tell me the habit of women above 55 years of age getting a ticket in the railway line i agree modi was the one who ended the privilege of allowing male passengers above 12 years of age to get a railway ticket by making full payment i would have got a full berth modiji i have finished that it is good to have given this warning to me now modiji i have done well,-1,-1_bjp_manipur_india_bajbaji,"['bjp', 'manipur', 'india', 'bajbaji', 'hai', 'bashad', 'bajpas', 'minister', 'rupees', 'delhi']","['it is good when will our minister give the tea patrice is spicy in unkar 1949 isnt it 1949 and his special statement is that if i move a bit then please take 1949 how much will i get i have licked you today after going on the wheel these years are full in fiftyfive years these years are full in fiftyfive years if you want to drink then when will you send it will people care about bjp you are a journalist you show the mirror to the news you show the mirror to the news if the minister says that gas comes out of the drain and by putting a gas pipe from the drain then you show the mirror to the news you show the mirror to the news you come to the end you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out', 'all the thieves will come to mahag admandan with them there are people whose integrity is dead inside them running this party working in the interest of the people is running a shop in bihar people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people', 'adrani arvimb khejriwal sahaan any other persons digri is a better confirmation of his education than a rasfidu of a girl as a lesson it is your behavior that makes you sexy your behavior is too much your behavior itself shows how sexy you are your body tells me tujfari whose teachings you question harshly it is you who worships his teachings in the light of your eyes now you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come']",bjp - manipur - india - bajbaji - hai - bashad - bajpas - minister - rupees - delhi,0.0,False
117,jutis child will wave his vadis flag in every corner,7,7_railway_railways_rail_trains,"['railway', 'railways', 'rail', 'trains', 'train', 'modi', 'jawalpur', 'orissa', 'passenger', 'balasore']","['triple trains took place in balasore orissa the opposition from the bath of hathse is questioning the cover of modi government railway minister ashwini vaishnaf the armor was launched to achieve the target of 0 casualties at the same time the opposition while taking responsibility for the death of more than 280 people is asking the railway minister for help even before this the railway minister had given a hand signal lal bahadushastri in his 19th and 90th days nitishkumar in his 1999s mamta banaji in hadar and suresh prabhu in hujar sola had given him the opportunity to become a minister after a terrible train', 'who do you consider to be in charge of the railway system narendra modi is the railway minister and jabal naled vare pardan is the minister phunni was always in trouble but he found a way to change his suit railway minister narail mudi kuchhi puiti tu janda was seen showing off yesterday that day or did you hear baistroji is the railway minister otherwise you would have taken all the janda ministers the railway minister is a virtuous person he is also the same person and he is showing great arrogance so there is respect for the railway minister the railway minister is also responsible for the stability and responsibility whether the responsibility is of istihar master or lail i he should be given responsibility to the railway minister and rab diya for kumkar master master so the respectable responsibilities of the minister of railways one of whom was held by modi and the other being of railways i was in trouble for the stability of both of them', 'after the devastating crash in orissa questions are being raised on the safety system of shab bhattyo railways questions are being raised on the measures taken by the government the government which has been taking long stand on rail safety in its operations its secrets have been exposed by the crash in orissa the death of more people due to tetis and the death of more people due to nusos will be very disturbing and distracting remember what the railway minister had said he had said that the loss will not be permanent modi government has created a defense system in the name of bhalat kavach what was the evil publicity made about this you are looking at me by distracting you you are looking at me by distracting you you are looking at me by distracting you you are looking at me by distracting you you are looking at me by distracting you you are looking at me by distracting you you are looking at it by distracting you you are looking at it by distracting you you are looking at it by distracting you you are looking at it by distracting you you are looking at it by distracting you you are looking at it by distracting you you are looking at it by distracting you']",railway - railways - rail - trains - train - modi - jawalpur - orissa - passenger - balasore,0.4233613255877658,False
118,please tell me how will my country progress people coming out of colleges and universities should run the defense and people coming out of jail should run the country,-1,-1_bjp_manipur_india_bajbaji,"['bjp', 'manipur', 'india', 'bajbaji', 'hai', 'bashad', 'bajpas', 'minister', 'rupees', 'delhi']","['it is good when will our minister give the tea patrice is spicy in unkar 1949 isnt it 1949 and his special statement is that if i move a bit then please take 1949 how much will i get i have licked you today after going on the wheel these years are full in fiftyfive years these years are full in fiftyfive years if you want to drink then when will you send it will people care about bjp you are a journalist you show the mirror to the news you show the mirror to the news if the minister says that gas comes out of the drain and by putting a gas pipe from the drain then you show the mirror to the news you show the mirror to the news you come to the end you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out', 'all the thieves will come to mahag admandan with them there are people whose integrity is dead inside them running this party working in the interest of the people is running a shop in bihar people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people', 'adrani arvimb khejriwal sahaan any other persons digri is a better confirmation of his education than a rasfidu of a girl as a lesson it is your behavior that makes you sexy your behavior is too much your behavior itself shows how sexy you are your body tells me tujfari whose teachings you question harshly it is you who worships his teachings in the light of your eyes now you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come']",bjp - manipur - india - bajbaji - hai - bashad - bajpas - minister - rupees - delhi,0.0,False
119,inshallah the day is not far that shahir says that there will come a time when the corners will be worshiped whatever they say we will accept the mad people of charity and now we will fulfill our share owaisi people will fulfill their part,-1,-1_bjp_manipur_india_bajbaji,"['bjp', 'manipur', 'india', 'bajbaji', 'hai', 'bashad', 'bajpas', 'minister', 'rupees', 'delhi']","['it is good when will our minister give the tea patrice is spicy in unkar 1949 isnt it 1949 and his special statement is that if i move a bit then please take 1949 how much will i get i have licked you today after going on the wheel these years are full in fiftyfive years these years are full in fiftyfive years if you want to drink then when will you send it will people care about bjp you are a journalist you show the mirror to the news you show the mirror to the news if the minister says that gas comes out of the drain and by putting a gas pipe from the drain then you show the mirror to the news you show the mirror to the news you come to the end you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out', 'all the thieves will come to mahag admandan with them there are people whose integrity is dead inside them running this party working in the interest of the people is running a shop in bihar people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people', 'adrani arvimb khejriwal sahaan any other persons digri is a better confirmation of his education than a rasfidu of a girl as a lesson it is your behavior that makes you sexy your behavior is too much your behavior itself shows how sexy you are your body tells me tujfari whose teachings you question harshly it is you who worships his teachings in the light of your eyes now you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come']",bjp - manipur - india - bajbaji - hai - bashad - bajpas - minister - rupees - delhi,0.0,False
120,how many congress candidates had been reared during the election 67 how many 67 congress candidates had been reared during the period of election how many bjp candidates reared zero cbi enforcement direct rate income test department and even i am saying election commission also whenever we are putting a complaint to the election commission nothing will happen when bjp put a complaint to the election commission not an action i am saying the modi statement prime minister statement congress is supporting extremists you hear that statement congress is supporting extremists we have given a complaint to the election commission of india what was the reply we fought not only with bjp we fought against these agencies,0,0_bjp_gandhi_bjps_rahul,"['bjp', 'gandhi', 'bjps', 'rahul', 'karnataka', 'kejriwal', 'baddhar', 'pradesh', 'modi', 'manipur']","['have you seen it in karnataka nedha and bodh of bjp did a long research and sang in the corner what is the result in your election so bjp was worried that they won a huge victory and saw the result for themselves as soon as congress party gets together bjp will win in karnataka and i am telling you from this stage that you have not seen bjp in madhya pradesh you will see congress party winning that because we are standing with the poor the whole country is sad that what narendra modiji bjp means is to torment two teen people and hand over the entire country to them kumgaresh means to stand with the poor to fight with the poor and to support the poor i have to do it millions of people who love me', 'i would to ask lg sahav that why did you come to inaugurate the university whose entire construction was done by the former government put pressure on unversti and told him that you did not get me inaugurated if bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav bav baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw baw', 'the congress talked about unemployment inflation and all these things and what the people want is given to them and elections are being held on their brotherinlaw if you dont talk about the same place then that is the ground which the congress gave what did you do local why did you do anything brag about what people want if any party had made a vada for itself then every day the jp would have given it huge revenue if the bjp had given something to the people for free then it would have brought it before the people in the name of kalyangari yojana if any other party wanted to do the same then it would have disappeared if the party had increased the party the party would have become party but congress made full use of this party in its own way']",bjp - gandhi - bjps - rahul - karnataka - kejriwal - baddhar - pradesh - modi - manipur,0.8867791182755471,False
121,todays vista mawai is being leaked in the entire deshwar,-1,-1_bjp_manipur_india_bajbaji,"['bjp', 'manipur', 'india', 'bajbaji', 'hai', 'bashad', 'bajpas', 'minister', 'rupees', 'delhi']","['it is good when will our minister give the tea patrice is spicy in unkar 1949 isnt it 1949 and his special statement is that if i move a bit then please take 1949 how much will i get i have licked you today after going on the wheel these years are full in fiftyfive years these years are full in fiftyfive years if you want to drink then when will you send it will people care about bjp you are a journalist you show the mirror to the news you show the mirror to the news if the minister says that gas comes out of the drain and by putting a gas pipe from the drain then you show the mirror to the news you show the mirror to the news you come to the end you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out', 'all the thieves will come to mahag admandan with them there are people whose integrity is dead inside them running this party working in the interest of the people is running a shop in bihar people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people', 'adrani arvimb khejriwal sahaan any other persons digri is a better confirmation of his education than a rasfidu of a girl as a lesson it is your behavior that makes you sexy your behavior is too much your behavior itself shows how sexy you are your body tells me tujfari whose teachings you question harshly it is you who worships his teachings in the light of your eyes now you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come']",bjp - manipur - india - bajbaji - hai - bashad - bajpas - minister - rupees - delhi,0.0,False
122,there is a very big film producer in sabais election i was in elekston campaign in kambay there is an important thing in talab patte that you have been bijit bijit from london so i said yes and took his name and said brother speaker open your door two muslims must be sitting on your side they are sitting here tell bhule antaman that he should put his arms away and take them away for the nafl prayer and pray to allah that if asardna is that then allah will destroy him and if he is speaking falsely then he will be destroyed if there is not even so much praise in them if there is lets go to gods place lets talk about it if not then lets go and talk in the day of the prophet peace be upon him what are you saying i am moving three sets in the house lets go and trade money for three sets,-1,-1_bjp_manipur_india_bajbaji,"['bjp', 'manipur', 'india', 'bajbaji', 'hai', 'bashad', 'bajpas', 'minister', 'rupees', 'delhi']","['it is good when will our minister give the tea patrice is spicy in unkar 1949 isnt it 1949 and his special statement is that if i move a bit then please take 1949 how much will i get i have licked you today after going on the wheel these years are full in fiftyfive years these years are full in fiftyfive years if you want to drink then when will you send it will people care about bjp you are a journalist you show the mirror to the news you show the mirror to the news if the minister says that gas comes out of the drain and by putting a gas pipe from the drain then you show the mirror to the news you show the mirror to the news you come to the end you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out', 'all the thieves will come to mahag admandan with them there are people whose integrity is dead inside them running this party working in the interest of the people is running a shop in bihar people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people', 'adrani arvimb khejriwal sahaan any other persons digri is a better confirmation of his education than a rasfidu of a girl as a lesson it is your behavior that makes you sexy your behavior is too much your behavior itself shows how sexy you are your body tells me tujfari whose teachings you question harshly it is you who worships his teachings in the light of your eyes now you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come']",bjp - manipur - india - bajbaji - hai - bashad - bajpas - minister - rupees - delhi,0.0,False
123,jednak asked jednak how can you spoil me mr,8,8_rulers_king_ram_ramski,"['rulers', 'king', 'ram', 'ramski', 'rams', 'kingdom', 'shah', 'temple', 'chariot', 'jakarashri']","['there is only one king so there is ram if anyone is considered a king in the name of ram', 'if there is only one king then it is ram but no one is considered a king in the name of ram', 'if there is only one king then it is ram but no one is considered a king in the name of ram']",rulers - king - ram - ramski - rams - kingdom - shah - temple - chariot - jakarashri,0.9025726268119797,False
124,inshallah the day is not far that shahir says that there will come a time when corners will be worshiped whatever they say we crazy people of good deeds will accept and now we will fulfill our share awaisi people will fulfill their part those will come away,-1,-1_bjp_manipur_india_bajbaji,"['bjp', 'manipur', 'india', 'bajbaji', 'hai', 'bashad', 'bajpas', 'minister', 'rupees', 'delhi']","['it is good when will our minister give the tea patrice is spicy in unkar 1949 isnt it 1949 and his special statement is that if i move a bit then please take 1949 how much will i get i have licked you today after going on the wheel these years are full in fiftyfive years these years are full in fiftyfive years if you want to drink then when will you send it will people care about bjp you are a journalist you show the mirror to the news you show the mirror to the news if the minister says that gas comes out of the drain and by putting a gas pipe from the drain then you show the mirror to the news you show the mirror to the news you come to the end you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out', 'all the thieves will come to mahag admandan with them there are people whose integrity is dead inside them running this party working in the interest of the people is running a shop in bihar people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people', 'adrani arvimb khejriwal sahaan any other persons digri is a better confirmation of his education than a rasfidu of a girl as a lesson it is your behavior that makes you sexy your behavior is too much your behavior itself shows how sexy you are your body tells me tujfari whose teachings you question harshly it is you who worships his teachings in the light of your eyes now you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come']",bjp - manipur - india - bajbaji - hai - bashad - bajpas - minister - rupees - delhi,0.0,False
125,prime minister modi is the boss,4,4_modi_modiji_gandhi_modis,"['modi', 'modiji', 'gandhi', 'modis', 'hai', 'ji', 'india', 'minister', 'narendra', 'indian']","['pyam modi is going to america on june 21 india badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan badan', 'how did americas people flatter money in the name of narendra modi there was a time when america had refused to even give a visa to the prime minister of our country modi ji and today in the white breath of the same america modi jis name sounds this no where can the worlds biggest arab husband open his mouth that he is a big fan of modi ji you know you know how did muska earn crores of rupees by becoming a fan of modi ji but first he will definitely switgrap the heat modi bhischichal the real modi during his visit to america when he met ruwa lon muss lon muss was so impressed by modi ji that he said that he would be a big fan of modi ji and now his tesla company will soon make a huge investment in india then what now now his great grandfather baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji baavie ji', 'gorgpurbhe today modichi once again came to give green signal to troy about vande but modichi who considered me a fool made a big statement on the vande procession did not give even a single flight to wish farewell to the countrys middecember and to provide support today the leader from every corner of the country wrote to me you say run vande barat from our area also this is a rage of vande barat we tell you the truth about modi ji who fooled the public on vande barat vande barat is a train on which people sometimes showered stones sometimes it comes then with the chirping of a matter its next hissing is broken the next barat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat baraat barat barat barat barat barat barat barat barat']",modi - modiji - gandhi - modis - hai - ji - india - minister - narendra - indian,1.0,False
126,what is the story of the devotee we pulled the muslims to eat to chamsalmano abi book jato kargap and chob ki sak saggisdeak ki weary do as you please with nicos consent usalmano khait uknem jaan thaon from there he took the kholmana route if you had bought some cloth it was cheap then you would have bought it from russia or you would have raised slogans of bajrang bali and chanted modis slogans kar rowen,-1,-1_bjp_manipur_india_bajbaji,"['bjp', 'manipur', 'india', 'bajbaji', 'hai', 'bashad', 'bajpas', 'minister', 'rupees', 'delhi']","['it is good when will our minister give the tea patrice is spicy in unkar 1949 isnt it 1949 and his special statement is that if i move a bit then please take 1949 how much will i get i have licked you today after going on the wheel these years are full in fiftyfive years these years are full in fiftyfive years if you want to drink then when will you send it will people care about bjp you are a journalist you show the mirror to the news you show the mirror to the news if the minister says that gas comes out of the drain and by putting a gas pipe from the drain then you show the mirror to the news you show the mirror to the news you come to the end you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out', 'all the thieves will come to mahag admandan with them there are people whose integrity is dead inside them running this party working in the interest of the people is running a shop in bihar people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people', 'adrani arvimb khejriwal sahaan any other persons digri is a better confirmation of his education than a rasfidu of a girl as a lesson it is your behavior that makes you sexy your behavior is too much your behavior itself shows how sexy you are your body tells me tujfari whose teachings you question harshly it is you who worships his teachings in the light of your eyes now you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come']",bjp - manipur - india - bajbaji - hai - bashad - bajpas - minister - rupees - delhi,0.0,False
127,what is fahrenheit yes this will work yes this is from agriculture here is the,-1,-1_bjp_manipur_india_bajbaji,"['bjp', 'manipur', 'india', 'bajbaji', 'hai', 'bashad', 'bajpas', 'minister', 'rupees', 'delhi']","['it is good when will our minister give the tea patrice is spicy in unkar 1949 isnt it 1949 and his special statement is that if i move a bit then please take 1949 how much will i get i have licked you today after going on the wheel these years are full in fiftyfive years these years are full in fiftyfive years if you want to drink then when will you send it will people care about bjp you are a journalist you show the mirror to the news you show the mirror to the news if the minister says that gas comes out of the drain and by putting a gas pipe from the drain then you show the mirror to the news you show the mirror to the news you come to the end you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out you come out', 'all the thieves will come to mahag admandan with them there are people whose integrity is dead inside them running this party working in the interest of the people is running a shop in bihar people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people people', 'adrani arvimb khejriwal sahaan any other persons digri is a better confirmation of his education than a rasfidu of a girl as a lesson it is your behavior that makes you sexy your behavior is too much your behavior itself shows how sexy you are your body tells me tujfari whose teachings you question harshly it is you who worships his teachings in the light of your eyes now you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you you come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come come']",bjp - manipur - india - bajbaji - hai - bashad - bajpas - minister - rupees - delhi,0.0,False
