"","i","audio_ocr_text","topic"
"11",3160775976,"these are the days of my life i am happy with you i am happy with you i am happy with you i am happy with you i am happy with you i am happy with you i am happy with you i am happy with you i am happy with you i am happy with you i am happy with you i am happy with you i am happy with you i am happy with you i am happy with you i am happy with you i am happy with you i am happy with you i am happy with you i am happy with you i am happy with you i am happy with you i am happy with you i am happy with you i am happy with you i am happy with you i am happy with you i am happy with you i am happy with you i am happy with you i am happy with you i am happy with you i am happy with you i am happy with you i am happy with you i am happy with you i am happy with you i am happy with you i am happy with you follow",1
"12",3161320210,"who are the suspects come a ten h do aam makars aam laws tyoke i have spread the best specially in the market of naprat i have opened a shop of love people have shown us love yes the country has been made a market of fast naprat i have made a shop of love and this will happen in every skate if in the market in the market in the market in the market in the market in the market in the market in the market in the market in the market m Shop of Love This person is adamant on his stubbornness The towers of broken expectations have fallen And the towers of unfulfilled hopes have fallen Many times people have tried to bring me down The question was not about the loss, not about the quick victory, not about the loss There was no loss okarnataka I have fought for my loved ones because of me Because that's why today I am traveling in the market of your hatred. The public has shown us that this country likes love. The public has shown us that the shop of love is open. This will happen in every state.",1
"13",3163112960,"prad chand will remain yogijis name will be jj yaps hogiji happybade yogiji happybade yogiji yogi yogi yogi yogi yogi yogi yogi yogi ji happy happy happy happy happy happy happy happy birthday birthday birthday birthday birthday birthday birthday birthday jis jis jie jie jiwe jiwe jiwa",1
"14",3139411180,"yes young man dear farmer i want to say to modi modi look at your condition and see whose condition you are you will see the condition of the farmer and in todays day the farmer gives this i would like to eat the bread from the farmers hand and also come to him it means that one loaf of bread requires the labor of thirtyseven men when the bread reaches our throats the labor of thirtyseven men is required that ek like from is shaikh shaikh shaikh shaikh shaikh at sp sp ss share islam islam islam islam islam islam islam islam islam islam islam islam islam islam islam islam islam islam islam islam islam islam islam islam atb atb atb atb atb atb atb atb atb atb atb atb atb atb atb atb atb atb atb atb atb atb atb atb am matb slam lam comment sh tanvir alam atr atr sha shaik shaiki shaiki shairi shairi shaiku shaiku shaikii shaira roti per 360 aadmi mehnat lagti 1slam sfatp spt atra shajki atp shatki shaikui",1
"15",3153830629,"first nara tana jalwa jista kaya mein uske naam rulaaya mein now this has changed jalwa jista kaya mein uska baap rulaya mein tubhtish socialistashwaniyadav Long live Netaji, long live the power of the one whose power is strong, long live Netaji pl socialistashwaniy",1
"16",3140816466,"i am worried that people are not complaining ramji tell me this we said this now if any people were making a fuss about it then it would have been better if they had written it people would have thought that this is another idiot my friend i would have done something like this i would never have said this       har haath khan sir gs research center exposed one voice dhakkad 89k views 5 months ago shakti khan sir exposed sir on hindu muslim misunderstanding this video only for nationalist What are Khan saying to the expos, not Ravana, deity, Sita, deity, Lavkush, Ram, in the name of education Us type this video only for nationalist exp ko kya bahut rahe khan sak dharma yoddha dharm yoddha 12k khan sir gs research center expor ko kya bahut rahe khan sak this video only for nation posed ko kya bahut khan dharma yoddha dharm yoddha 12k views 2 monthse In the name of studies, what are Devidevat khan sir gs research center saying to the expos? Dharma Yoddha dharm yoddha 12k views 2mont In the name of studies, what are devidev khan sir gs research center saying to the expos? dharm yoddha 12k views 2 Devide khan sir gs research center expo In the name of studies Devide khan sir gs research center exp this video only for nationalist ex this video only for nationalist e ko kya bol rahe hai nahi raak khan sir gs research dharm yoddha dharm yoddha 12k views 21 this video only for natiu sitar khan this video only to dharma yoddha dharm yoddha 12k views 2m What are they saying to khan What are they saying to kha What are they saying to kha What are they saying to goddess in the name of studies r khan sir gs research c In the name of studies dev dharma yoddha khan sir gs research cent this video only for nations khan sir gs research center e this video only for nationalists this video only for nationalist dharma yoddhadharm yod this video only nationalist this video only for pationalist ex dharma yoddha dharm yodos 12k views this video only for nationalist this video only for nationalististil dharma yoddha dharm yoddha 12k views one voice dhakkad 89k views 5 months ago khan sir gs res dharma yoddha dharm yoddha 1 dharma yoddha dharm yoddha 121 deities in the name of education this video only for nationalist e khan sir gs research cen this video only for national dharm yoddha dharm yoddha 12k views 2 month this video only for nationalists pose dharm yoddha dharm yoddha 12k viewsshanti dharm yoddha dharm yoddha 12k vie dharm yoddha dharm yoddha 12k views 28 ko kya bol rahe khan se ko kya What are Khan saying to Sah? What are Khan saying? Dharm Yoddha dharm yoddha this video only for nationalist exposed Dharm Yoddha dharm yoddha 12k views 2mohi 541 khan sir gs research center exposed ii Dharma Yoddha dharm yoddha 12k views a oths Devidewar in the name of studies deities in the name of studies deities in the name of studies deities in the name of studies deities in the name of studies deities khan sir gs research center ex mooths ago this video only f dharma yoddha dharmya khan sir gs research cente khan sir gs research center exposed one voice dhakkad 89k views 5 months ago this video only for nationalist exposed धर्म योदधा dharm yoddha12k views 2 months sharath khan sir gs research center exposed 11 muslim misunderstanding esearch center kad 89k views 5 months ago osed y for nationalist expos का म पर देविदेवता voddha 12k views for national yoddha 1 esearch ce yoddha 12 yoddha y for nat taking ry y for nat taking y for na taking y for n y for nati yoddha 1 employment farmer",1
"17",3169427944,"or did allah call modi ji as islam along with asmti rani because he has dreams of offering namaz in mosques and today narendra modi ji said that islam namaz is the manifestation of allah and islam drama is a symbol of a coin it is not me i am saying this i am not saying this this is what the quran says so it has been proved that the words of islam are true the truth of the words of islam is owaisi khanjar owaisi khanjar shaikh owaisi khanjarr owaisi khanjari islamab shaikh islami shaikh shareh islam ath shaikh owaisikhanjar tam atb shaikh shaikh the truth of the words of islam is karan islam ero",1
"18",3154693412,"the statement given by you is present everywhere in which you said and i again repeat it to you that if you do not take revenge against the one who burnt down your house in the name of delusion then you are more fearless than us no one now you are asking me for the title you have said half of our book it is our right to read it and we believe in the verse below it there is a translation of a verse in it do not go near the prayer many people have expressed their views on this and he said to the muslims that the quran itself says that you should be near namaz but this half truth is stated that half truth is more dangerous than a complete lie the full translation of this verse is dont go near namaz when you are drunk be in shape 10 sahab khan aazam creatorsakib0786 creatorsakib0786 orsakib07 orsakib07 lorsakib07 torsakib07 forsakib07 reatorsakib0786 rsakib07 rsakib07 rsakib07 rsakib078 rsakib078 irsakib07 ucsakib07 atorsakibl atorsakibo eatorsakib reatorsakib torsakib0 torsakib0 torsakib0 forsakib0 orsakib05 torsakib03 torsakib01 torsakib01",1
"19",3145455187,"ajya you all do not know that this is true because you believe that all muslims are pakistanis but why do you criticize muslims only was the person who killed mahatma gandhi a muslim if ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta islam atb clip What did this girl say about Muslims islam at clip islam aib clip islam mimb clip islam att clip islam anne clip islamatb clip islamate clip islam atb clap islam atb cl pp islam atb chip isi am atb clip islam atb cle islam atb cuit islam atb islam atb clu islam atb clan islam atb clit",1
"20",3149475747,"now we have a system till 12th even if you dont have money you can get good education if you go to a government school your child can get good education every year in delhi about two lakh children pass 12th these children do not get admission in government schools through private schools because those schools which are not provided by the delhi government then 50 seats are there for the children of delhi so a rough estimate is that if 50 lakh children out of two lakh are given seats in the district then in a way there is a deficit of one lakh children in the last seven or eight years out of these one lakh children 10 lakh children will be given seats after 12th and even then there is a deficit of one lakh we want to motivate ourselves to get seats for one lakh more children You have passed till 12th, now there is a system even if you don't have money, your child can get good education in Delhi, every year approximately 250 lakh students pass 12th, 150 lakh children are expelled from government schools, 1 lakh children go to private schools like this. In Delhi government universities, there are 85 seats which are reserved for the students of Delhi, so a rough estimate is that seats are available for 250 lakh to 11 lakh students in Delhi, so there is a deficit of students. From 14 lakhs in the past 78 years, we are getting 11 lakhs, now we have taken it to 15 lakhs, today seats are available after 12th for 150 lakh students, there is still a deficit of 1 lakh and still 1 lakh is needed for the students. to create seats",1
"21",3185066761,"swaym flin tik krak nit deep tak nit in pralin tik krmed zing mukdh bavana coin tak shiva shivamitra lannik gunbavan dhara dhara shiva shivamitra Seeing myself dancing in my daily dance, Mridang said with a muted feeling, Midang said with a muted feeling, Mridang said with a muted feeling, Mridam said with a muted feeling, Sky said with a muted feeling.",2
"22",3181462296," i a f f b r ng ng ng shal cam ag ag gaming gaming gaming gaming gaming gaming gaming gaming gaming gaming shakib shakib shakib shakib shakib shakib shakib shakib shakib ff ff ff ff shakilff sakib shakit shaib shakibi gard garrmng gam gam gami",2
"23",3159101587,"but kill those who kill remember that you do not even know the rising of the sky at that time like you the cruel people used to put a hot stone on the peak of the rising of the sky on the land of mecca and used to call out the rising of the sky and say the sufferings are the sufferings of you i am killing you we will also say harm follow But kill those who kill follow Hazrat Bilal 4 Ahhadah",2
"24",3178528842,"torchila district empty district yes mare district empty district yes ",2
"25",3167063697,"o allah how many times do these beasts of the ghareed appear if it were not for my prophet ibrahim peace be upon him i would never have spoken to you about them sid special yaa Allah ye bakrid ke bahot khubsurat hote hai agar mere nabi ibrahim ali salam ki ye sunnat na hote to mai inko kabhi zibah naa karta zibal naa karta the morning and its good things and the morning and its good things in the morning and its good things in the morning and its good things in the morning and its good things in the morning light and its good things as The light of the morning and its good things are the light of the morning and its good things",2
"26",3142065742,"gotam bhuddah says someone slanders us speaks against us scolds us it betrays us so we consider them as the cause of our suffering but they do not give us suffering they are sad and restless yes thats why its not your choice rk gupta gaut gautam bu Gautam Buddha says someone criticizes us bu lie to us lie to us lie to us b u lie to us lie to us bud scold us scold us budd buda budd either wash us or deceive us So we consider them as our buddhi So we consider them as our sorrows So we consider them as the cause of our sorrows Ma as the reason as the reason as the reason as the reason as the reason Levi but he is not giving us suffering f he b buddhism f he himself The fa He himself is unhappy He himself is unhappy and He himself is unhappy and disturbed fact That's why my own That's why my own is not upset",2
"27",3185438785,"so the feeling of yamna inside delhi and how much it has raised till date it has become higher and higher it has crossed its limits crossed its limits crossed its crossing crossed its crossing crossed its crossing crossed its crossing crossed its crossing crossed its crossing crossed its crossing crossed its crossing diamonds diamonds looks in your eye holdssidity at best ",2
"28",3167351759,"happy eid happy eid happy eid happy eid happy eid a very very happy eid happy eid happy eid to all the people who are watching happy eid to everyone happy eid to everyone ani eid gamikhan6427 ilms ni hungama mubarak",2
"29",3174803562,"thank you for watching You, how many of you, how many of you, how many of you, how many of you, how many good human beings, human beings, why human beings, human beings, why human beings, why human beings, why not human beings, you, you, and you, you, you, you, someone, you, someone, you, someone, you, someone, you, you No one, you have no story, you said someone's story in the story of the story of the story of the story",2
"30",3148842210,"ado aur adar bawaida thi vumbaita jande ki lagai instead of planting these feet to destroy them those who look like wool are wet and duch bawaidha no one has the evil eye adidra bhaita jab aeg pradaga promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise promise ",2
"31",3181985875,"everyone is beating the head of tomato sambar made without tomato tomato tomato tomato pavaji without tomato sev tomato chicken curry egg curry tomato soup without tomato benga red tomato savor drink kilos of tomato sold and sold without tomato poll patti 22122 poll patti th the 100 que inflation",2
"32",3165112256,"u transparent spot lem ai hero hero hero hero hero hero hero hero hero hero hero hero hero hero hero hero hero hero hero gpourashrakhi vinod vinod sehgal sehgal sehgal sehgal sehgal flute flute flute flute flute flute flute flute flute fluteinstumental fluteinstumental instumental instumental instiental fluteinstumente fluteinstumenti gal gal flutelustumen instume instume ngol ngol fluteinstume ehgal instum fluteinstum saugal instur sengal sengal fluteinstu fiuteinstu fluteinsti heroflute winod pourashrakhi",2
"33",3141560631,"my dear friends and elders i appeal to all of you to remain committed to your religion keep others settled get education send your daughters to school and send your sons to colleges study as muslims acquire knowledge become a doctor become a doctor become a lawyer become an engineer become a graduate become a teacher become an architect become a head become a friend become an employee become an employee subscribe",2
"34",3158910306,"praar nafri bar di here the pindus from bar nogo have joined the nogo of jaisbara jess has got the best of the eighties bye bye gibbs laughed bar nogi bar nogi bar nogi bar nogi bar nogi bar nogi bar nogi bar nogi bar nogi bar nogi bar nogi bar nogi bar nogi bar nogi bar nogi bar nogi bar nogi bar nogi bar nogi bar nogi bar PM met digital Taka citizens of Indian origin today",2
"35",3168741297,"thank you for watching mmoliticsin zindabad Manipur residents took to the streets to welcome Rahul Gandhi gandhi rahul to manipur welcome ahul nahul rahul gandh rahul gan rahul ga cahul gandk to manip",2
"36",3154633692,"if it rains you feel like you are in the sun you win life the world you become the crown of sorrow har haath shakti Rahul Gandhi has taught us har math To face sorrows boldly To hold on to hopes we re we are we are wit we are wi we are we we are wa we are w Fighting for justice anti anti anti justice fighting with ribs Anti judge law repe law fa rep lo get up every time after falling get up again and again get up again and again Bharatiya Janata Party Bharatiya Janata Party District Bharatiya Janata Party District Bharatiya Janata Party District Bharatiya Janata Party District Bharatiya Janata Party District Bharatiya Janata Party District Answer to hatred with love Rahul thank you",2
"37",3161652690,"bagatne a 2 2 in in in 3 s 6 of of keep time bhi security bhaiya bhaiya rok rok daily daily history history bhai bhai bhai bhai bhai bhai bhai bhai bhai bhai bhai bhai bhai cleaner sonu bh bss bss min min rakh ladai ladai ladai hogi hogi hogi bhaichara alkyan assista getapps google themes clear dev dha parshuram ris 2123 99992 93956 searching found atul davendra monu sankar vikash",2
"38",3169445563,"are you speechless in my head i know that you have made a dot in the spring of jarkhar yes make a lot of these sir you are somewhere and the college i am in has run badaji mandir so there are a lot of my soles made of it but there are 510 watts of weight yes i had asked someone to do it in malayalam but degi was always talking i have done sonan but there is a school in malayalam i have done sonan but there is a school in malayalam we have a school in malayalam of kolji so there is a very internal school we have a school in kolji we have a school in kolji we have a school in kolji im in college im in college im in college im in college im in college im in college im in college im in college im in college im in college im in college im in college im in college im in college im in college im in college im in college im in college im in college im in college aua",2
"39",3133029701,"every minute every day every day every day every day every day every day every day every day every day every day every day every day every day every day every day every day every day every day every day every day every day every day every day every day every day every day every day every day every day every day every day every day every day every day every day every day every day every day every day every day every day every day every day every day sir my father is my father i am very good at it and i am very good at it i am a minute of mini physicists i am very busy with my father everything is going on here this technology is very good my science is very good if the bard is then you are crazy you are crazy would have happened and you can give suggestions to the minister that you get the inauguration done in this way if you have an intention to boycott the inauguration of the parliament if you have an intention to boycott then why dont you give an invitation to give resignation makat ukhyat estipado Come to the new Parliament House If you have drank mother's milk, then come to the new Parliament House in 1927 Like Pratishthan Tomati Sakar Dakshinapath Samapa Pratishthan Prayag Marana Girinagar Tosala Sidhpur",2
"40",3169497244,"thank you for watching rahul rahul rahul rahul rahul rahul rahul to to to to gandhi gandhi m ga ga gand gand welcome jahul rsaul gano ahul ahul pahul bandi gandh gan gandhe welcone kahul manif manipup manip",2
"41",3174191081,"proud of your arrival proud proud proud proud proud proud proud proud proud proud proud proud proud proud proud proud proud proud proud proud proud proud ",3
"42",3132137746,"jin jayenge haa tum gar sang hai jirdegi haar bhadham itli nahi jung hai jilgi haar bhadam itli nahi jung hai jilgi jayenge haar jilgi jayenge haar tum gar sang hai Publi ооо freedom for inior and rd June leland blows",3
"43",3182028782,"i am going to themselves i am going to themselves me to mode me to modi ji modina the futurels al me to modi j me to modi j modi sathe modi sathe",3
"44",3142609736,"kya tha danmtri modi ko mantli kitni salri dijaat acad jaanthe perdanmentri modi ko mantli kitni salri dijaat aur salri ke lava enko kya kya suvidhaya milti hai aur salri ke lawawa enko kya kya suvidhaya milti hai aur saath hi tinki sikyoti ke roj kine route karch hote hai chali jante hai jante hai sabse pehle aapki jankari kile batade pradanmmtri modi ko salri ke sath sath vartclas pastiliti dijati hai jaseki range roa jasi gadiome travel karna aur barat ka sab se base sikiyoti kurup spiji hardam inke sath hai tae iske lava naridar modi dili ke they live in the most luxurious bungalows where they are given the comfort of a partner pen Prime Minister Na Prime Minister Nare Prime Minister Narendra Prime Minister Narendra Mo Prime Minister Narendra Modi How much salary does Prime Minister Narendra Modi receive What are the facilities Security How many rupees la pinoz pizza la pinos pizza Prime Minister Prime Minister Modi Prime Minister Modi to Prime Minister Modi sa Prime Minister Modi salary to Prime Minister Modi Salary to Prime Minister Modi along with world class facilities ol 2cax8188 Range Rover India's Best India's Best India's Best S India's Best Sec India's Best Security India's Best Security Group spg Narendra Modi Delhi Most luxurious in Delhi Most luxurious in Delhi Most luxurious bungalows in Delhi Most luxurious bungalows in Delhi All the facilities in the most luxurious bungalows in Delhi Talk to Narendra Modi Talk to Narendra Modi Talk to Narendra Modi Talk to Narendra Modi Let's talk about Narendra Modi's security Let's talk about Narendra Modi's security expenses Daily 1 crore 17 lakh Prime Minister Prime Minister Prime Minister Modi to Prime Minister Modi Monthly monthly salary to Prime Minister Modi 1 lakh 60 thousand future Maharashtra future future Sahara annually 1920 million future future future nation future nation subscribe",3
"45",3169400818,"isa bet isa bet isa bet isa bet isa bet isa bet isa bet isa bet isa bet isa bet isa bet isa bet isa bet isa b its like this its like this its like this its like this its like this its like its like this its like this akhileshiyans",3
"46",3175389406,"are hali ali chal are chand bhih boji ke liye ka gamat bah aur bih gar ilahabat kata gumat nai hai jane ilahabat pada thi ais pistyas kata yari karat rahin bih khoching me fees usran ve kataye bih ne aise bah nai bah nai bah chal burton mach chal who was our diamond barber like this barber bah barber bah barber bah barber bah barber bah barber bah barber bah barber bah barber bah barber bah barber bah barber bah barber bah barber bah barber bah barber bah barber bah barber bah barber bah barber bah barber bah barber bah barber bah barber bah barber bah barber bah barber bah barber bah bah Do not make follow me sdm share follow u follow eollow eollow follow follow follow do not make usdm",3
"47",3161905917,"the prime minister of the republic of india the prime minister of india shared g vul sum Rajasthan Prime Minister of the country before 2014 growth b 2010 After 2014 Prime Minister of the country Modi Sathe",3
"48",3185369457,"modi goes to america because of his own mother and if you know that the people in america are the way to go you mentioned we will boycott it who is modi supporting by doing this so if all the big leaders come to the world it is not that he is the president of that place vikram barach before the end of the world biden should be asked this question if i were there i would have asked not biden i want to ask the question not one biden not one question pucha What did the woman say about Shaheen Bagh on Modi ji's visit to America?",3
"49",3174246151,"           fyl  fucked up me what wacils dr mort killed me there is one more question do you want to turn your back mal autobivel marriage marriage apresent so apas bilale hai to apar matme arip to za tha chod aap paglu nahi te manik liya ta this tikam pan wawai parar ho jente leba aap chal chala kheti bari ki ja aap dikkit na ega or aap par mein bawai par bilai par pawai pai pai pai pai pai pai pai pai pai pai pai pai pai pai pai pai pai pai pai pai pai pai pai pai pai pai pai pai pai pai pai pai like pollo sdm preparation follow squ sqd sod like honda bonda like",3
"50",3178409858,"if the greatgreatgreatgreatgrandfather Friends, tell your opinion in the comment in kva mod sarkar 2024. Once again modi sarkar is worthy of becoming the Prime Minister. Shakya dostokvamod sarkar in 2024. Friends kya mod sarkar in 2024. Kya mod sarkar in 2024. Friends kya mod sarkar shakya friends kya mod sarkar 2024. m friends kya mod government in 2024 friends kyamod government in 2024 akva mod government in 2024 friends kya moda friends kva mad government in 2024 friends kva mod government in 2024 dostokva mod government in 202 nod government in 2024 pa government in 2024 10d government in 2024 dostokvamod government in 2024 friends kya mod sarkar tell your opinion in comment friends kya modi sarkar aakva mod sarkar in 2024 friends kya mod sarkar friends kya mod sarak friends kvamod sarkar in 2024 friends kva mod sarkar in 2024 dostokva mod sarkar in 2024 me osto kya mod sarkar in 2024",3
"51",3164346068,"bjps flag is fluttering in champura bardh it is modi jis jalwaye desh bhi desh mein hai it is modi jis Respected Prime Minister Shri Narendra Modi ji arrived to offer prayers at Mahakaleshwar temple in Ujjain Respected Prime Minister Shri Narendra Modi ji arrived to worship Modiji in the attire of Shrestha Bharat Satya Sanatan Dharma Respected Prime Minister Shri Narendra Modi ji arrived to worship Respected Prime Minister Shri Narendra Modi ji arrived to worship Respected Prime Minister Shri Narendra Modi arrived to visit. Respected Prime Minister Shri Narendra Modi arrived to visit. Respected Prime Minister Shri Narendra Modi arrived to visit. Respected Prime Minister Shri Narendra Modi arrived to visit. Respected Prime Minister Shri Narendra Modi arrived to visit. Respected Prime Minister Shri Narendra Modi arrived to visit. Respected Prime Minister Shri Narendra Modi arrived to visit. Respected Prime Minister Shri Narendra Modi arrived to visit. Respected Prime Minister Shri Narendra Modi arrived to visit. india modi ji ka jalva best india",3
"52",3167485123,"to the ones that we got cheers to the wish you were here but youre not cause a drink spring back all the memories of everything weve been through toast to the ones that we lost on the way cause a drink spring the the the the end end end end watch watch watch watch watch till till till till till theend",3
"53",3160005266,"pat tom loka pasla mane nai bhai nai ke kya hai you should have made me a barber and now this lij has become shy my beloved barber is a barber he has kept on marrying obeying this thing he is marrying his father in his mother i am doing you a favor in my mother you are this strong man its a seat you will obey me and get it done Now get married, Rahul ji, Rahulja, you did not listen to our advice, you did not get married, you should have got married and still time has not passed, let's go in the marriage procession so that we can also get married. Listen to your mother, if you have said it, it will happen. Yes, now we will have to make sure that mom used to say that he doesn't listen to us, he should get married.",3
"54",3156925088,"thats a nigger thats a nigger thats a nigger thats a nigger thats a nigger thats a nigger thats a nigger thats a nigger ",3
